classifier,model,fold,balanced_accuracy,macro_AUROC,log_loss,n_features,features
logistic,amplitude_plus_carrier_mass,71,0.23214285714285712,0.5095663265306123,1.3850657743754284,4,"Y_total_mean,Y_total_integral,contact_area,C_total_mean"
logistic,amplitude_plus_carrier_mass,72,0.24999999999999997,0.4928784013605443,1.3934113949088467,4,"Y_total_mean,Y_total_integral,contact_area,C_total_mean"
logistic,amplitude_plus_carrier_mass,73,0.2142857142857143,0.47512755102040816,1.3943141919132327,4,"Y_total_mean,Y_total_integral,contact_area,C_total_mean"
logistic,amplitude_plus_carrier_mass,74,0.25,0.45004251700680276,1.4158393864649912,4,"Y_total_mean,Y_total_integral,contact_area,C_total_mean"
logistic,alignment_only,0,0.9910714285714286,1.0,0.021706447747120845,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,1,1.0,1.0,0.00793753552795332,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,2,1.0,1.0,0.00609095137799677,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,3,1.0,1.0,0.00956546861792311,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,4,1.0,1.0,0.007810879975170374,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,5,1.0,1.0,0.0059706276454639705,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,6,0.9910714285714286,1.0,0.02161946894577512,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,7,1.0,1.0,0.009559023819061938,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,8,1.0,1.0,0.006492200648804202,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,9,1.0,1.0,0.007115900141562994,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,10,1.0,1.0,0.009127875890101,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,11,0.9910714285714286,1.0,0.02299096200998171,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,12,1.0,1.0,0.005950427282556548,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,13,1.0,1.0,0.005308112572572299,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,14,1.0,1.0,0.010696311357542228,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,15,1.0,1.0,0.010695796057639567,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,16,1.0,1.0,0.004894652722650309,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,17,1.0,1.0,0.007935362639539914,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,18,0.9910714285714286,1.0,0.020214024017339866,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,19,1.0,1.0,0.00870210592522636,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,20,1.0,1.0,0.005871281102745883,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
logistic,alignment_only,21,1.0,1.0,0.008895934682747667,15,"A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing"
